Order_ID,Customer_ID,Order_Date,Product_Name,Category,Quantity,Unit_Price ($),Total_Amount ($),Payment_Date,Payment_Amount ($)
14993,3889,2023-03-26,T-Shirt,Clothing,2,326.3,652.6,,
15861,4351,2023-03-27,Jacket,Clothing,5,421.33,2106.65,,
14584,6989,2023-03-27,T-Shirt,Clothing,3,400.83,1202.49,,
16407,4109,2023-03-27,Cookware,Home & Kitchen,2,96.77,193.54,,
12095,2868,2023-03-27,Lipstick,Beauty,3,337.22,1011.66,,
15378,4641,2023-03-27,Jacket,Clothing,2,391.5,783.0,,
18406,3068,2023-03-27,Fiction,Books,5,29.6,148.0,,
17116,4688,2023-03-27,Fiction,Books,2,216.74,433.48,,
16698,6141,2023-03-27,Vacuum Cleaner,Home & Kitchen,5,271.43,1357.15,,
17082,3410,2023-03-27,Comics,Books,4,98.66,394.64,,
16583,5596,2023-03-27,Biography,Books,1,407.54,407.54,,
19079,5023,2023-03-27,Skincare Set,Beauty,5,385.96,1929.8,,
15827,4084,2023-03-27,Headphones,Electronics,5,398.38,1991.9,,
14574,5826,2023-03-27,Jeans,Clothing,1,409.15,409.15,,
19039,2398,2023-03-28,Jeans,Clothing,5,429.68,2148.4,,
17179,6018,2023-03-28,Sneakers,Clothing,4,319.59,1278.36,,
16853,2383,2023-03-28,Jeans,Clothing,4,103.06,412.24,,
14203,5087,2023-03-28,Biography,Books,5,383.52,1917.6,,
16126,3657,2023-03-28,Action Figure,Toys,2,73.58,147.16,,
14004,6826,2023-03-28,Sneakers,Clothing,2,381.41,762.82,,
11130,4964,2023-03-28,Skincare Set,Beauty,1,245.12,245.12,,
10597,5673,2023-03-28,Non-Fiction,Books,4,331.21,1324.84,,
11725,4296,2023-03-28,Jeans,Clothing,4,21.41,85.64,,
12537,3065,2023-03-28,Perfume,Beauty,1,397.9,397.9,,
12756,3182,2023-03-28,Laptop,Electronics,3,227.26,681.78,,
12753,5453,2023-03-28,Fiction,Books,5,386.84,1934.2,,
18639,4908,2023-03-28,Microwave,Home & Kitchen,2,191.44,382.88,,
15349,3112,2023-03-28,Smartphone,Electronics,4,107.54,430.16,,
13539,6471,2023-03-28,Biography,Books,3,400.79,1202.37,,
17651,4246,2023-03-28,Biography,Books,2,47.84,95.68,,
16967,5996,2023-03-29,Perfume,Beauty,3,497.61,1492.83,,
17017,3907,2023-03-29,Action Figure,Toys,3,164.08,492.24,,
17104,6634,2023-03-29,Microwave,Home & Kitchen,2,479.57,959.14,,
13935,2314,2023-03-29,T-Shirt,Clothing,2,476.03,952.06,,
16704,6013,2023-03-29,Doll,Toys,5,103.77,518.85,,
16872,2288,2023-03-29,Action Figure,Toys,3,83.3,249.9,,
18708,6488,2023-03-29,Lego,Toys,4,366.51,1466.04,,
19851,3771,2023-03-29,Vacuum Cleaner,Home & Kitchen,3,15.67,47.01,,
19733,2810,2023-03-29,Jacket,Clothing,2,64.68,129.36,,
11016,4537,2023-03-29,Blender,Home & Kitchen,2,201.97,403.94,,
19956,6802,2023-03-29,Lego,Toys,2,236.67,473.34,,
10907,2858,2023-03-29,Fiction,Books,5,385.91,1929.55,,
12523,2449,2023-03-30,Laptop,Electronics,1,27.24,27.24,,
11167,3245,2023-03-30,T-Shirt,Clothing,1,17.92,17.92,,
13738,2885,2023-03-30,Vacuum Cleaner,Home & Kitchen,4,106.26,425.04,,
14352,4152,2023-03-30,Cookware,Home & Kitchen,3,364.79,1094.37,,
16051,3200,2023-03-30,Jacket,Clothing,4,110.5,442.0,,
19861,3781,2023-03-30,Lipstick,Beauty,2,247.39,494.78,,
19897,3622,2023-03-30,Blender,Home & Kitchen,3,408.18,1224.54,,
12714,6013,2023-03-30,Foundation,Beauty,2,275.67,551.34,,
11193,3795,2023-03-30,Fiction,Books,5,396.95,1984.75,,
12860,6575,2023-03-30,Foundation,Beauty,5,70.18,350.9,,
11403,6549,2023-03-30,Action Figure,Toys,1,343.75,343.75,,
16391,4483,2023-03-30,Jeans,Clothing,1,365.26,365.26,,
11908,5439,2023-03-31,Blender,Home & Kitchen,3,484.59,1453.77,,
17685,6423,2023-03-31,Foundation,Beauty,5,58.92,294.6,,
10322,2979,2023-03-31,Laptop,Electronics,1,27.22,27.22,,
10990,2317,2023-03-31,Vacuum Cleaner,Home & Kitchen,2,12.86,25.72,,
15016,4271,2023-03-31,Laptop,Electronics,1,100.03,100.03,,
11345,2575,2023-03-31,Doll,Toys,2,223.44,446.88,,
17642,2889,2023-03-31,Biography,Books,4,75.1,300.4,,
12034,2060,2023-03-31,Headphones,Electronics,1,228.02,228.02,,
15249,6622,2023-03-31,Microwave,Home & Kitchen,3,304.34,913.02,,
18362,3662,2023-03-31,Jeans,Clothing,2,234.3,468.6,,
11702,6729,2023-03-31,Skincare Set,Beauty,3,494.91,1484.73,,
19332,3952,2023-03-31,Comics,Books,1,185.83,185.83,,
12631,3024,2023-03-31,Non-Fiction,Books,1,48.2,48.2,,
10013,5332,2023-03-31,Laptop,Electronics,3,187.42,562.26,2023-03-31,281.25
15370,6361,2023-04-01,Tablet,Electronics,2,292.69,585.38,,
15288,5412,2023-04-01,T-Shirt,Clothing,4,374.91,1499.64,,
15790,5454,2023-04-01,Tablet,Electronics,2,41.43,82.86,,
15160,2051,2023-04-01,Sneakers,Clothing,5,451.16,2255.8,,
13190,6799,2023-04-01,Blender,Home & Kitchen,1,43.8,43.8,,
10629,4539,2023-04-01,Laptop,Electronics,1,263.94,263.94,,
10601,2917,2023-04-01,Jeans,Clothing,4,293.06,1172.24,,
11838,2848,2023-04-01,Jeans,Clothing,4,498.06,1992.24,,
12103,2449,2023-04-01,Vacuum Cleaner,Home & Kitchen,4,210.23,840.92,,
15690,4966,2023-04-01,Action Figure,Toys,1,140.17,140.17,,
13312,4748,2023-04-01,Doll,Toys,2,124.19,248.38,,
11334,3264,2023-04-01,Vacuum Cleaner,Home & Kitchen,1,196.78,196.78,,
15464,2386,2023-04-01,Sneakers,Clothing,4,130.55,522.2,,
17652,3311,2023-04-01,T-Shirt,Clothing,5,379.9,1899.5,,
10079,6091,2023-04-01,Doll,Toys,4,269.61,1078.44,,
17629,5401,2023-04-01,Comics,Books,5,395.45,1977.25,,
15499,4273,2023-04-01,T-Shirt,Clothing,1,428.79,428.79,,
17013,3713,2023-04-01,Doll,Toys,1,87.93,87.93,,
10758,5949,2023-04-01,Cookware,Home & Kitchen,1,27.73,27.73,,
10961,4349,2023-04-01,Vacuum Cleaner,Home & Kitchen,1,433.87,433.87,,
11389,3647,2023-04-02,Action Figure,Toys,1,194.79,194.79,,
15752,4805,2023-04-02,Biography,Books,3,337.86,1013.58,,
15037,4346,2023-04-02,Non-Fiction,Books,4,396.29,1585.16,,
13473,3550,2023-04-02,Cookware,Home & Kitchen,5,197.12,985.6,,
12590,3221,2023-04-02,Skincare Set,Beauty,5,142.14,710.7,,
11202,3844,2023-04-02,Jeans,Clothing,2,107.78,215.56,,
12243,5921,2023-04-02,Fiction,Books,1,366.68,366.68,,
13549,3400,2023-04-02,Sneakers,Clothing,1,50.96,50.96,,
16439,5979,2023-04-02,Headphones,Electronics,5,420.13,2100.65,,
12936,5006,2023-04-02,Lipstick,Beauty,1,168.38,168.38,,
19452,2051,2023-04-03,T-Shirt,Clothing,3,441.39,1324.17,,
14227,3679,2023-04-03,Vacuum Cleaner,Home & Kitchen,4,484.37,1937.48,,
11413,5252,2023-04-03,Comics,Books,5,279.61,1398.05,,
16327,4184,2023-04-03,Smartphone,Electronics,1,498.1,498.1,,
18084,2028,2023-04-03,Perfume,Beauty,4,260.38,1041.52,,
11688,5709,2023-04-03,Foundation,Beauty,2,175.27,350.54,,
11005,3578,2023-04-03,Doll,Toys,5,148.08,740.4,,
15783,3926,2023-04-03,Skincare Set,Beauty,3,99.1,297.3,,
11580,4278,2023-04-03,Lego,Toys,1,377.94,377.94,,
18364,5695,2023-04-03,Cookware,Home & Kitchen,1,325.26,325.26,,
13019,4971,2023-04-03,Jeans,Clothing,1,173.78,173.78,,
10985,5742,2023-04-03,Perfume,Beauty,5,322.21,1611.05,,
15208,4764,2023-04-03,Lipstick,Beauty,4,450.74,1802.96,,
17215,2648,2023-04-03,Microwave,Home & Kitchen,2,476.31,952.62,,
11061,5844,2023-04-03,Sneakers,Clothing,2,437.05,874.1,,
11027,2190,2023-04-03,Sneakers,Clothing,2,73.15,146.3,,
12865,6491,2023-04-04,Perfume,Beauty,1,230.88,230.88,,
14539,3774,2023-04-04,Non-Fiction,Books,3,237.42,712.26,,
12382,4988,2023-04-04,Laptop,Electronics,3,48.49,145.47,,
12856,5961,2023-04-04,Cookware,Home & Kitchen,1,332.04,332.04,,
11319,6058,2023-04-04,Lego,Toys,4,289.6,1158.4,,
14685,3170,2023-04-04,Lego,Toys,4,374.78,1499.12,,
16468,3999,2023-04-04,Jacket,Clothing,2,337.03,674.06,,
12420,6574,2023-04-04,Foundation,Beauty,4,389.09,1556.36,,
19583,5852,2023-04-04,Jacket,Clothing,2,72.86,145.72,,
14102,4685,2023-04-04,Skincare Set,Beauty,4,98.53,394.12,,
11848,4316,2023-04-04,Microwave,Home & Kitchen,5,349.87,1749.35,,
18663,4590,2023-04-04,Foundation,Beauty,5,29.48,147.4,,
16578,4906,2023-04-04,Doll,Toys,4,203.2,812.8,,
11917,5237,2023-04-04,Perfume,Beauty,2,71.89,143.78,,
13873,2931,2023-04-04,Board Game,Toys,1,287.63,287.63,,
19511,6068,2023-04-04,Doll,Toys,5,458.86,2294.3,,
18790,2314,2023-04-04,Lego,Toys,2,393.13,786.26,,
12218,3631,2023-04-04,Perfume,Beauty,2,410.72,821.44,2023-03-28,136.58
18803,5808,2023-04-04,Perfume,Beauty,3,115.84,347.52,,
11145,6745,2023-04-05,Laptop,Electronics,2,254.46,508.92,,
14855,3157,2023-04-05,Vacuum Cleaner,Home & Kitchen,1,494.07,494.07,,
10627,2028,2023-04-05,Non-Fiction,Books,3,415.61,1246.83,,
12581,6771,2023-04-05,Jeans,Clothing,1,381.83,381.83,,
19389,5324,2023-04-05,Laptop,Electronics,1,437.89,437.89,,
11888,4532,2023-04-05,Comics,Books,4,294.37,1177.48,,
15732,6972,2023-04-05,Vacuum Cleaner,Home & Kitchen,4,406.92,1627.68,,
16145,6377,2023-04-05,T-Shirt,Clothing,3,248.93,746.79,,
18092,3311,2023-04-05,Biography,Books,4,187.61,750.44,,
14068,4413,2023-04-05,Blender,Home & Kitchen,4,238.01,952.04,,
16670,2501,2023-04-05,Vacuum Cleaner,Home & Kitchen,5,252.7,1263.5,,
11079,6860,2023-04-05,Action Figure,Toys,1,399.46,399.46,,
17971,6626,2023-04-05,Skincare Set,Beauty,3,496.48,1489.44,,
19268,6111,2023-04-05,Biography,Books,2,276.56,553.12,,
11088,3496,2023-04-05,Lego,Toys,3,221.84,665.52,,
15738,4265,2023-04-05,Jacket,Clothing,2,258.2,516.4,,
16175,4408,2023-04-05,Tablet,Electronics,2,343.18,686.36,,
16550,4883,2023-04-05,Comics,Books,2,476.73,953.46,,
11004,2467,2023-04-06,Smartphone,Electronics,1,245.49,245.49,,
19161,3139,2023-04-06,Microwave,Home & Kitchen,5,17.87,89.35,2023-03-30,326.19
12656,5530,2023-04-06,Smartphone,Electronics,3,97.45,292.35,,
12187,5945,2023-04-06,Jeans,Clothing,5,375.14,1875.7,,
13918,6620,2023-04-06,Fiction,Books,5,54.63,273.15,,
14843,2152,2023-04-06,Biography,Books,4,160.14,640.56,,
10611,4121,2023-04-06,Cookware,Home & Kitchen,4,171.63,686.52,,
17114,2733,2023-04-06,Sneakers,Clothing,1,479.08,479.08,,
19597,6604,2023-04-06,Action Figure,Toys,5,291.79,1458.95,,
16568,5897,2023-04-06,T-Shirt,Clothing,3,73.7,221.1,,
11052,2035,2023-04-06,Doll,Toys,5,347.06,1735.3,,
14235,5099,2023-04-06,Microwave,Home & Kitchen,2,115.4,230.8,,
19751,3834,2023-04-06,Jacket,Clothing,3,325.95,977.85,,
16833,6815,2023-04-06,Jacket,Clothing,2,249.55,499.1,,
13364,5832,2023-04-06,Sneakers,Clothing,1,140.77,140.77,,
12474,5802,2023-04-06,Action Figure,Toys,3,302.66,907.98,,
10652,5175,2023-04-07,Tablet,Electronics,2,164.09,328.18,,
11435,5499,2023-04-07,Skincare Set,Beauty,3,231.37,694.11,,
19484,3548,2023-04-07,Lipstick,Beauty,1,130.87,130.87,,
11439,4445,2023-04-07,Doll,Toys,3,432.77,1298.31,,
13906,2930,2023-04-07,Foundation,Beauty,2,57.12,114.24,,
16866,6027,2023-04-07,Action Figure,Toys,3,181.52,544.56,,
10064,4681,2023-04-07,Doll,Toys,5,25.59,127.95,,
16079,3984,2023-04-07,Perfume,Beauty,2,208.21,416.42,,
18119,6460,2023-04-07,Doll,Toys,3,191.3,573.9,,
13577,2136,2023-04-07,Foundation,Beauty,4,332.29,1329.16,,
12646,4468,2023-04-07,Lipstick,Beauty,2,345.04,690.08,,
14615,5518,2023-04-07,Microwave,Home & Kitchen,5,464.69,2323.45,,
16838,5506,2023-04-07,Biography,Books,1,222.17,222.17,,
11267,3694,2023-04-07,Biography,Books,4,92.13,368.52,,
11574,3187,2023-04-07,Lego,Toys,3,288.91,866.73,,
14297,4917,2023-04-07,Board Game,Toys,3,231.35,694.05,,
19557,4267,2023-04-07,Lipstick,Beauty,2,165.09,330.18,,
12458,5512,2023-04-08,Fiction,Books,5,93.06,465.3,,
11268,5437,2023-04-08,Doll,Toys,3,27.97,83.91,,
16896,6964,2023-04-08,Lego,Toys,3,388.13,1164.39,,
11050,6319,2023-04-08,Blender,Home & Kitchen,5,488.22,2441.1,,
14904,5127,2023-04-08,Laptop,Electronics,1,449.39,449.39,,
18243,6705,2023-04-08,Cookware,Home & Kitchen,4,175.95,703.8,,
15492,3744,2023-04-08,Sneakers,Clothing,1,402.87,402.87,,
12287,4204,2023-04-08,Skincare Set,Beauty,5,453.26,2266.3,,
13587,2669,2023-04-08,Sneakers,Clothing,5,355.52,1777.6,,
14045,3481,2023-04-08,Vacuum Cleaner,Home & Kitchen,1,76.67,76.67,,
11724,6907,2023-04-08,Jacket,Clothing,1,493.74,493.74,,
17908,3466,2023-04-08,Jacket,Clothing,4,231.34,925.36,,
11475,5852,2023-04-08,Foundation,Beauty,1,274.61,274.61,,
13415,2394,2023-04-08,Biography,Books,5,16.4,82.0,,
10060,4846,2023-04-08,T-Shirt,Clothing,4,81.61,326.44,,
16268,6119,2023-04-08,Biography,Books,2,231.86,463.72,,
18425,2957,2023-04-08,Jeans,Clothing,3,29.16,87.48,,
19684,5223,2023-04-08,Vacuum Cleaner,Home & Kitchen,2,100.75,201.5,,
16080,4052,2023-04-08,Laptop,Electronics,3,410.07,1230.21,,
11143,2717,2023-04-08,Laptop,Electronics,2,109.51,219.02,,
12021,5895,2023-04-08,Cookware,Home & Kitchen,3,397.65,1192.95,,
15994,6096,2023-04-08,T-Shirt,Clothing,2,155.0,310.0,,
11384,4178,2023-04-09,Headphones,Electronics,2,483.96,967.92,,
18146,5201,2023-04-09,Headphones,Electronics,4,65.92,263.68,,
15480,3171,2023-04-09,Foundation,Beauty,2,97.76,195.52,,
13245,3787,2023-04-09,Tablet,Electronics,5,271.6,1358.0,,
19724,6553,2023-04-09,Jeans,Clothing,3,192.72,578.16,,
18450,2727,2023-04-09,Doll,Toys,2,97.22,194.44,,
14896,6279,2023-04-09,Lego,Toys,4,381.41,1525.64,,
17115,2513,2023-04-09,Fiction,Books,3,474.5,1423.5,,
17183,2954,2023-04-09,Perfume,Beauty,2,464.82,929.64,,
13620,3655,2023-04-09,Action Figure,Toys,5,347.24,1736.2,,
12906,5537,2023-04-09,Biography,Books,2,442.6,885.2,,
12097,2543,2023-04-09,Doll,Toys,2,359.55,719.1,,
19170,2036,2023-04-09,Biography,Books,2,415.81,831.62,,
17063,4194,2023-04-09,Skincare Set,Beauty,1,198.14,198.14,,
19882,3643,2023-04-09,Non-Fiction,Books,1,278.11,278.11,,
12470,2111,2023-04-09,Board Game,Toys,5,233.51,1167.55,,
10493,5743,2023-04-09,Blender,Home & Kitchen,5,374.39,1871.95,,
14753,3219,2023-04-09,Microwave,Home & Kitchen,4,201.24,804.96,,
19071,3899,2023-04-10,Comics,Books,4,207.92,831.68,,
11895,4453,2023-04-10,Non-Fiction,Books,4,85.05,340.2,,
19316,4445,2023-04-10,Non-Fiction,Books,5,328.35,1641.75,,
14474,5420,2023-04-10,Jeans,Clothing,2,315.58,631.16,,
10567,3324,2023-04-10,Smartphone,Electronics,5,370.36,1851.8,,
14602,6211,2023-04-10,Comics,Books,3,229.62,688.86,,
17036,4363,2023-04-10,Blender,Home & Kitchen,2,148.97,297.94,2023-04-03,250.92
12014,5643,2023-04-10,Comics,Books,1,275.91,275.91,,
12061,5514,2023-04-10,Board Game,Toys,3,444.9,1334.7,,
15196,3703,2023-04-10,Non-Fiction,Books,3,244.04,732.12,,
16339,2699,2023-04-10,Smartphone,Electronics,3,193.07,579.21,,
11862,4643,2023-04-10,Jeans,Clothing,5,89.73,448.65,,
17814,4722,2023-04-10,Vacuum Cleaner,Home & Kitchen,4,253.67,1014.68,,
13091,2788,2023-04-10,Biography,Books,3,375.22,1125.66,,
10178,5509,2023-04-10,Board Game,Toys,4,131.35,525.4,,
19427,6502,2023-04-10,Perfume,Beauty,4,238.08,952.32,,
15238,5850,2023-04-10,Sneakers,Clothing,2,117.47,234.94,,
12148,5267,2023-04-10,Doll,Toys,1,247.21,247.21,,
11422,4306,2023-04-11,Comics,Books,3,434.63,1303.89,,
11518,3287,2023-04-11,Skincare Set,Beauty,5,189.02,945.1,,
18615,5285,2023-04-11,Laptop,Electronics,2,48.71,97.42,,
17039,3968,2023-04-11,Comics,Books,3,356.78,1070.34,,
18266,4552,2023-04-11,Action Figure,Toys,2,64.99,129.98,2023-04-04,976.31
13393,5192,2023-04-11,Smartphone,Electronics,2,28.44,56.88,,
19942,6809,2023-04-11,Comics,Books,5,146.71,733.55,,
19912,6677,2023-04-11,Blender,Home & Kitchen,4,456.56,1826.24,,
10531,2330,2023-04-11,Vacuum Cleaner,Home & Kitchen,2,213.19,426.38,,
11400,6819,2023-04-11,Microwave,Home & Kitchen,5,169.82,849.1,,
17228,2677,2023-04-12,Foundation,Beauty,4,218.31,873.24,,
19570,5931,2023-04-12,Lego,Toys,1,456.5,456.5,,
19766,5013,2023-04-12,Non-Fiction,Books,2,402.95,805.9,,
18424,3435,2023-04-12,Tablet,Electronics,1,471.12,471.12,,
14024,2360,2023-04-12,Cookware,Home & Kitchen,3,63.45,190.35,,
16503,3342,2023-04-12,Smartphone,Electronics,5,398.01,1990.05,,
15830,3972,2023-04-12,Fiction,Books,2,21.81,43.62,,
17728,5792,2023-04-12,Action Figure,Toys,4,413.07,1652.28,,
16533,4896,2023-04-12,Biography,Books,1,100.3,100.3,,
16330,4415,2023-04-13,Foundation,Beauty,1,253.56,253.56,,
14680,3657,2023-04-13,Skincare Set,Beauty,4,230.7,922.8,,
12976,5528,2023-04-13,Foundation,Beauty,1,39.97,39.97,,
16935,5885,2023-04-13,Laptop,Electronics,2,262.06,524.12,,
13403,3438,2023-04-13,Tablet,Electronics,3,265.83,797.49,,
11420,6612,2023-04-13,Microwave,Home & Kitchen,4,121.76,487.04,,
15519,4872,2023-04-13,Sneakers,Clothing,2,301.1,602.2,,
14901,2615,2023-04-13,Jeans,Clothing,4,177.01,708.04,,
13359,5224,2023-04-13,Foundation,Beauty,3,493.85,1481.55,,
16544,2161,2023-04-13,Lego,Toys,1,463.76,463.76,,
10053,5545,2023-04-14,Jacket,Clothing,1,431.71,431.71,,
13797,6134,2023-04-14,Board Game,Toys,2,395.07,790.14,,
15477,2904,2023-04-14,Doll,Toys,4,494.83,1979.32,,
18178,6037,2023-04-14,Perfume,Beauty,2,22.82,45.64,,
13550,4335,2023-04-14,Microwave,Home & Kitchen,3,465.5,1396.5,,
10577,4297,2023-04-14,Microwave,Home & Kitchen,2,496.39,992.78,,
12767,4212,2023-04-14,Comics,Books,2,392.37,784.74,,
16958,3646,2023-04-14,Board Game,Toys,2,261.47,522.94,,
17245,3308,2023-04-14,Headphones,Electronics,4,145.86,583.44,,
19220,3939,2023-04-14,Foundation,Beauty,2,86.63,173.26,,
12700,4895,2023-04-14,Non-Fiction,Books,5,104.23,521.15,,
18052,5448,2023-04-14,Action Figure,Toys,2,270.06,540.12,,
11095,2201,2023-04-14,Fiction,Books,1,210.57,210.57,,
12489,6172,2023-04-14,Blender,Home & Kitchen,1,14.38,14.38,,
17098,5187,2023-04-14,Comics,Books,1,48.04,48.04,,
19840,5225,2023-04-14,Doll,Toys,3,245.74,737.22,,
19860,6303,2023-04-14,Board Game,Toys,2,420.38,840.76,,
14852,5666,2023-04-15,Non-Fiction,Books,5,169.07,845.35,,
11092,5562,2023-04-15,Foundation,Beauty,1,204.82,204.82,,
10088,3648,2023-04-15,Tablet,Electronics,1,215.02,215.02,,
13460,3934,2023-04-15,Non-Fiction,Books,2,496.9,993.8,,
18472,6090,2023-04-15,Sneakers,Clothing,4,85.37,341.48,,
11224,3627,2023-04-15,Lipstick,Beauty,5,185.83,929.15,,
18422,3432,2023-04-15,Jeans,Clothing,4,33.34,133.36,,
19167,6151,2023-04-15,Jeans,Clothing,5,79.35,396.75,,
14703,5111,2023-04-15,Foundation,Beauty,5,178.17,890.85,,
11343,3689,2023-04-15,Lego,Toys,5,179.83,899.15,,
11344,5770,2023-04-15,Smartphone,Electronics,2,400.93,801.86,,
11382,2560,2023-04-16,Skincare Set,Beauty,4,327.26,1309.04,,
13157,6527,2023-04-16,Board Game,Toys,4,69.97,279.88,,
17187,4025,2023-04-16,Smartphone,Electronics,5,207.04,1035.2,,
13731,6227,2023-04-16,Jacket,Clothing,4,464.5,1858.0,,
13124,6034,2023-04-16,Smartphone,Electronics,1,306.13,306.13,,
19883,6713,2023-04-16,Foundation,Beauty,1,28.17,28.17,,
17810,3681,2023-04-16,Foundation,Beauty,1,374.98,374.98,,
10066,6839,2023-04-16,Foundation,Beauty,1,471.36,471.36,,
17936,5374,2023-04-16,Skincare Set,Beauty,4,362.93,1451.72,,
12576,2567,2023-04-16,Lego,Toys,1,165.28,165.28,,
11009,2131,2023-04-16,Doll,Toys,3,287.21,861.63,,
11196,5049,2023-04-16,Cookware,Home & Kitchen,4,137.82,551.28,,
13329,3481,2023-04-16,Sneakers,Clothing,1,159.79,159.79,,
18197,6258,2023-04-16,Fiction,Books,2,109.9,219.8,,
18358,5639,2023-04-17,Fiction,Books,4,357.39,1429.56,,
13379,4680,2023-04-17,Smartphone,Electronics,4,60.84,243.36,,
10102,4280,2023-04-17,Fiction,Books,5,165.37,826.85,,
10243,5023,2023-04-17,T-Shirt,Clothing,4,212.64,850.56,,
10855,5205,2023-04-17,Smartphone,Electronics,5,79.99,399.95,,
15669,4021,2023-04-17,Vacuum Cleaner,Home & Kitchen,2,308.83,617.66,,
17809,4655,2023-04-17,Sneakers,Clothing,3,337.2,1011.6,,
16944,5393,2023-04-18,Microwave,Home & Kitchen,2,480.35,960.7,,
13042,4103,2023-04-18,Lipstick,Beauty,3,467.6,1402.8,2023-03-28,939.19
17042,3021,2023-04-18,Microwave,Home & Kitchen,1,483.02,483.02,,
11658,4998,2023-04-18,Comics,Books,1,311.93,311.93,,
17901,4665,2023-04-18,Blender,Home & Kitchen,3,293.71,881.13,,
13282,6810,2023-04-18,Headphones,Electronics,2,303.84,607.68,,
11704,4566,2023-04-18,Comics,Books,4,417.43,1669.72,2023-04-10,173.08
12125,4946,2023-04-18,Smartphone,Electronics,4,315.83,1263.32,,
11223,5171,2023-04-18,T-Shirt,Clothing,1,216.64,216.64,,
12157,4722,2023-04-18,Foundation,Beauty,1,466.37,466.37,,
18996,6889,2023-04-18,Biography,Books,5,451.1,2255.5,,
14657,3622,2023-04-18,Biography,Books,4,466.97,1867.88,,
11380,2680,2023-04-18,Sneakers,Clothing,1,476.36,476.36,,
10964,2480,2023-04-19,Blender,Home & Kitchen,1,59.07,59.07,,
18201,5936,2023-04-19,Headphones,Electronics,5,475.98,2379.9,,
13876,2957,2023-04-19,Action Figure,Toys,2,167.0,334.0,,
11928,2651,2023-04-19,Laptop,Electronics,3,274.78,824.34,,
11447,4897,2023-04-19,T-Shirt,Clothing,1,201.54,201.54,,
18875,2661,2023-04-19,Cookware,Home & Kitchen,3,174.64,523.92,,
19098,3520,2023-04-19,Comics,Books,5,428.09,2140.45,,
14867,6388,2023-04-19,Vacuum Cleaner,Home & Kitchen,1,332.39,332.39,,
13988,3516,2023-04-19,Non-Fiction,Books,2,66.49,132.98,,
